Trial,Size_Left,Size_Right,Response,Reaction_Time,Correct,Ratio_r
1,0.18418922161986223,0.15471894616068427,left,0.4856251999990491,1,-0.16
2,0.1680261770691454,0.1680261770691454,right,0.42219610000029206,0,0.0
3,0.06223152454848258,0.052274480620725365,left,0.6123231000001397,1,-0.16
4,0.050661766021786625,0.038502942176557836,left,0.3774327999999514,1,-0.24
5,0.07822778085023512,0.08448600331825393,left,0.9375507000004291,0,0.08
6,0.09842331170182105,0.1220449065102581,right,0.4953129000004992,1,0.24
7,0.11840229043064328,0.14681884013399765,right,0.49159990000043763,1,0.24
8,0.055366430914875586,0.037649173022115394,left,0.5536336999994091,1,-0.32
9,0.0750124185910997,0.06301043161652374,left,0.43403440000111004,1,-0.16
10,0.17601227975496647,0.2041742445157611,right,0.501622399999178,1,0.16
11,0.08585140659774668,0.07898329406992695,left,0.5886585999996896,1,-0.08
12,0.15922615454847347,0.1337499698207177,left,0.5414739000007103,1,-0.16
13,0.1722134071042528,0.19976755224093326,right,0.5963112999997975,1,0.16
14,0.18881089577734794,0.14349628079078444,left,0.6313406999997824,1,-0.24
15,0.11780614907300499,0.11780614907300499,left,0.4839955999996164,0,0.0
16,0.0540066293587127,0.07128875075350076,right,0.6172561999992467,1,0.32
17,0.11564639618200068,0.12489810787656073,right,0.6816347000003589,1,0.08
18,0.14532297109572762,0.09881962034509477,left,0.41931990000011865,1,-0.32
19,0.14376483562442274,0.1782683961742842,right,0.49174719999973604,1,0.24
20,0.0502022632721745,0.05823462539572242,left,1.6545991000002687,0,0.16
21,0.15206104469163365,0.20072057899295642,right,0.5070052999999461,1,0.32
22,0.1559473742468237,0.2058505340058073,right,0.3403684999993857,1,0.32
23,0.061167253567242175,0.061167253567242175,left,1.0256062999997084,0,0.0
24,0.1423619834216836,0.1537509420954183,no_response,2.0,0,0.08
25,0.06062978010337093,0.046078632878561905,left,0.6073216999993747,1,-0.24
26,0.16229798194885778,0.14931414339294916,left,0.5564054999995278,1,-0.08
27,0.1309775397570317,0.1309775397570317,right,0.9241130000009434,0,0.0
28,0.0760501601913791,0.08213417300668943,right,0.6829252000006818,1,0.08
29,0.06384890780357115,0.043417257306428376,left,0.582314100000076,1,-0.32
30,0.18136346036148399,0.22489069084824015,right,0.5681156000009651,1,0.24
31,0.061685993120471176,0.056751113670833485,left,0.7795967000001838,1,-0.08
32,0.08543614960729637,0.09910593354446379,left,0.723526400000992,0,0.16
33,0.06316412997070506,0.08337665156133069,right,0.5275041999993846,1,0.32
34,0.0996963729984722,0.09172066315859442,left,0.4389317999994091,1,-0.08
35,0.054925410205597436,0.03734927893980625,left,0.664267899999686,1,-0.32
36,0.06933588265508608,0.052695270817865424,left,0.4634495999998762,1,-0.24
