Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.30019608499715106,0.95
-0.24,0.310581780000939,0.95
-0.16,0.32071322500269156,0.9
-0.08,0.308034129999578,0.85
0.0,0.3283223850026843,0.0
0.08,0.3523806500001228,0.65
0.16,0.3262058499982231,0.9
0.24,0.30296583999443094,0.9
0.32,0.2873847249968094,1.0

Total Accuracy: 0.89
Total Mean Reaction Time: 0.32 seconds
