Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.2956216550053795,1.0
-0.24,0.2792037400009576,1.0
-0.16,0.30656287000165316,0.75
-0.08,0.31223340500146146,0.7
0.0,0.3227607400011038,0.0
0.08,0.3088232050009537,0.7
0.16,0.31136695000750475,0.85
0.24,0.286462379997829,0.9
0.32,0.29938206500664816,1.0

Total Accuracy: 0.86
Total Mean Reaction Time: 0.30 seconds
