Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.3340653049970569,1.0
-0.24,0.37095324000110846,1.0
-0.1599999999999999,0.38917763999925226,1.0
-0.0799999999999999,0.36673699000020854,0.8
5.551115123125783e-17,0.3883758400013903,0.0
0.08,0.3867663000004541,0.85
0.1600000000000001,0.36548521999866346,0.9
0.24,0.3397334550012601,1.0
0.3200000000000001,0.3277141600003233,0.95

Total Accuracy: 0.83
Total Mean Reaction Time: 0.36 seconds
