Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.36801080000586806,0.95,0.05
-0.24,0.379284885013476,1.0,0.0
-0.16,0.4028578550089151,0.95,0.05
-0.08,0.4404268449984957,0.7,0.3
0.0,0.424957275018096,0.0,0.75
0.08,0.42834074000129474,0.9,0.9
0.16,0.38254548499826335,0.95,0.95
0.24,0.36840357999317347,0.95,0.95
0.32,0.3251450849929824,1.0,1.0

Total Accuracy: 0.93
Total Mean Reaction Time: 0.39 seconds
