Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.3792421649908647,1.0
-0.24,0.3580848299956415,0.9
-0.16,0.38905985000310467,0.95
-0.08,0.437592920003226,0.95
0.0,0.4342238249955699,0.0
0.08,0.485021564993076,0.85
0.16,0.4434240700036753,0.9
0.24,0.3857069950026925,0.95
0.32,0.36752588001545516,1.0

Total Accuracy: 0.94
Total Mean Reaction Time: 0.41 seconds
