Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.30630739000025636,1.0,0.0
-0.24,0.30367834999997284,0.95,0.05
-0.16,0.29515495499981625,1.0,0.0
-0.08,0.33145254499988364,0.85,0.15
0.0,0.33304603000033234,0.0,0.6
0.08,0.33171716500000914,0.65,0.65
0.16,0.3474896100004116,0.75,0.75
0.24,0.30636906999989144,0.95,0.95
0.32,0.329877315000158,0.95,0.95

Total Accuracy: 0.89
Total Mean Reaction Time: 0.32 seconds
