Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.43294773501693273,1.0,0.0
-0.24,0.43353512499597857,1.0,0.0
-0.16,0.443269809987396,1.0,0.0
-0.08,0.46066226998297494,0.55,0.45
0.0,0.44153386001707984,0.0,0.6
0.08,0.46561305498471484,0.85,0.85
0.16,0.3952781599888112,0.95,0.95
0.24,0.38006015001446936,0.95,0.95
0.32,0.3531964249967131,1.0,1.0

Total Accuracy: 0.91
Total Mean Reaction Time: 0.42 seconds
