Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.3484610250015976,0.95,0.05
-0.24,0.3723798700004408,0.9,0.1
-0.16,0.3428727100006653,0.9,0.1
-0.08,0.37819244999991497,0.7,0.3
0.0,0.40610516500019,0.0,0.45
0.08,0.3669352100012474,0.35,0.35
0.16,0.4006682799976261,0.6,0.6
0.24,0.4113696050008002,0.65,0.65
0.32,0.3690591850012424,0.85,0.85

Total Accuracy: 0.74
Total Mean Reaction Time: 0.38 seconds
