Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.395543766663953,1.0
-0.24,0.35477950000980246,0.75
-0.16,0.4000468083298377,0.8333333333333334
-0.08,0.4084463833423797,0.5833333333333334
0.0,0.4047821083222516,0.0
0.08,0.42740815832641804,0.8333333333333334
0.16,0.36504235278051866,0.9166666666666666
0.24,0.3601913666708343,1.0
0.32,0.34626830833440175,1.0

Total Accuracy: 0.90
Total Mean Reaction Time: 0.38 seconds
