Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.4320894416887313,1.0
-0.24,0.3875007334087665,0.9166666666666666
-0.16,0.5155745416802043,0.75
-0.08,0.44792189163854346,0.5833333333333334
0.0,0.38456264169265825,0.0
0.08,0.3343136972075121,0.9722222222222222
0.16,0.35030543886306176,1.0
0.24,0.32052996392465294,0.9722222222222222
0.32,0.3112446166730175,0.9722222222222222

Total Accuracy: 0.94
Total Mean Reaction Time: 0.36 seconds
