Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.44071444172489765,1.0
-0.24,0.42652116671282175,0.9166666666666666
-0.16,0.4224611500200505,0.9166666666666666
-0.08,0.3729108666302636,0.4166666666666667
0.0,0.3853355166502297,0.0
0.08,0.38947401109746554,0.8611111111111112
0.16,0.3456388999798542,0.9722222222222222
0.24,0.3546327583284842,0.9722222222222222
0.32,0.3212270249884265,1.0

Total Accuracy: 0.92
Total Mean Reaction Time: 0.37 seconds
