Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.4656901250127703,1.0
-0.24,0.45564040834627423,1.0
-0.16,0.4930346499895677,0.9166666666666666
-0.08,0.5023581166751683,1.0
0.0,0.5845115166642548,0.0
0.08,0.5307866416664587,0.7777777777777778
0.16,0.4875724722320835,0.9166666666666666
0.24,0.4564307916605483,1.0
0.32,0.443569066659418,1.0

Total Accuracy: 0.94
Total Mean Reaction Time: 0.49 seconds
