checkpoint/diffkendall/tieredimagenet/1shot-5way/
epoch:001,training_loss:0.23940,training_acc:0.64107,val_loss:1.52216,val_acc:0.60040
epoch:002,training_loss:0.22340,training_acc:0.64727,val_loss:1.52131,val_acc:0.60293
epoch:003,training_loss:0.20141,training_acc:0.68107,val_loss:1.52006,val_acc:0.60527
epoch:004,training_loss:0.18911,training_acc:0.69167,val_loss:1.51701,val_acc:0.60027
epoch:005,training_loss:0.18934,training_acc:0.70120,val_loss:1.51755,val_acc:0.60320
epoch:006,training_loss:0.18857,training_acc:0.69640,val_loss:1.51443,val_acc:0.60780
epoch:007,training_loss:0.17747,training_acc:0.71167,val_loss:1.51408,val_acc:0.61447
epoch:008,training_loss:0.17444,training_acc:0.71920,val_loss:1.51245,val_acc:0.61453
epoch:009,training_loss:0.16930,training_acc:0.72007,val_loss:1.51520,val_acc:0.61393
epoch:010,training_loss:0.17205,training_acc:0.71667,val_loss:1.51099,val_acc:0.61967
epoch:011,training_loss:0.17089,training_acc:0.71920,val_loss:1.51198,val_acc:0.62133
epoch:012,training_loss:0.17014,training_acc:0.72613,val_loss:1.51202,val_acc:0.62207
epoch:013,training_loss:0.17511,training_acc:0.71747,val_loss:1.51460,val_acc:0.62360
epoch:014,training_loss:0.17372,training_acc:0.71913,val_loss:1.51079,val_acc:0.62873
epoch:015,training_loss:0.16366,training_acc:0.74040,val_loss:1.51149,val_acc:0.62460
epoch:016,training_loss:0.17061,training_acc:0.72600,val_loss:1.50806,val_acc:0.62893
epoch:017,training_loss:0.16673,training_acc:0.72920,val_loss:1.50659,val_acc:0.62793
epoch:018,training_loss:0.17183,training_acc:0.72520,val_loss:1.51067,val_acc:0.62407
epoch:019,training_loss:0.16764,training_acc:0.73513,val_loss:1.50908,val_acc:0.62347
epoch:020,training_loss:0.16782,training_acc:0.72707,val_loss:1.50490,val_acc:0.63567
epoch:021,training_loss:0.16249,training_acc:0.73753,val_loss:1.50625,val_acc:0.63027
epoch:022,training_loss:0.15759,training_acc:0.74840,val_loss:1.50683,val_acc:0.63420
epoch:023,training_loss:0.16868,training_acc:0.72780,val_loss:1.50510,val_acc:0.62887
epoch:024,training_loss:0.15548,training_acc:0.74513,val_loss:1.50389,val_acc:0.63307
epoch:025,training_loss:0.16597,training_acc:0.73193,val_loss:1.50539,val_acc:0.63280
epoch:026,training_loss:0.16497,training_acc:0.73780,val_loss:1.50329,val_acc:0.63127
epoch:027,training_loss:0.15676,training_acc:0.74207,val_loss:1.50610,val_acc:0.63247
epoch:028,training_loss:0.16005,training_acc:0.74007,val_loss:1.50842,val_acc:0.62447
epoch:029,training_loss:0.16333,training_acc:0.74013,val_loss:1.50346,val_acc:0.63327
epoch:030,training_loss:0.16354,training_acc:0.73213,val_loss:1.50625,val_acc:0.63247
epoch:031,training_loss:0.15287,training_acc:0.75207,val_loss:1.50443,val_acc:0.63813
epoch:032,training_loss:0.15556,training_acc:0.74867,val_loss:1.50443,val_acc:0.63813
epoch:033,training_loss:0.15902,training_acc:0.74747,val_loss:1.50285,val_acc:0.63333
epoch:034,training_loss:0.15907,training_acc:0.74153,val_loss:1.50906,val_acc:0.63240
epoch:035,training_loss:0.15184,training_acc:0.75833,val_loss:1.50480,val_acc:0.63107
epoch:036,training_loss:0.15544,training_acc:0.75153,val_loss:1.50427,val_acc:0.63560
epoch:037,training_loss:0.15020,training_acc:0.76207,val_loss:1.50331,val_acc:0.63447
epoch:038,training_loss:0.15456,training_acc:0.74927,val_loss:1.49953,val_acc:0.64067
epoch:039,training_loss:0.14995,training_acc:0.75807,val_loss:1.50587,val_acc:0.63393
epoch:040,training_loss:0.15582,training_acc:0.74960,val_loss:1.50125,val_acc:0.64107
epoch:041,training_loss:0.15769,training_acc:0.74633,val_loss:1.50375,val_acc:0.64280
epoch:042,training_loss:0.15279,training_acc:0.75833,val_loss:1.50513,val_acc:0.63567
epoch:043,training_loss:0.15149,training_acc:0.76580,val_loss:1.50455,val_acc:0.63907
epoch:044,training_loss:0.14996,training_acc:0.75673,val_loss:1.49994,val_acc:0.64267
epoch:045,training_loss:0.14594,training_acc:0.76067,val_loss:1.50204,val_acc:0.64000
epoch:046,training_loss:0.15611,training_acc:0.74687,val_loss:1.50377,val_acc:0.64227
epoch:047,training_loss:0.14743,training_acc:0.76227,val_loss:1.50212,val_acc:0.64280
epoch:048,training_loss:0.15843,training_acc:0.74660,val_loss:1.50341,val_acc:0.63887
epoch:049,training_loss:0.15016,training_acc:0.76133,val_loss:1.50180,val_acc:0.64260
epoch:050,training_loss:0.15771,training_acc:0.74620,val_loss:1.50611,val_acc:0.63887
