Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.3673609900055453,1.0,0.0
-0.24,0.3885030950070359,0.9,0.1
-0.16,0.4200464349822141,0.85,0.15
-0.08,0.530721024988452,0.7,0.25
0.0,0.4317476349940989,0.0,0.65
0.08,0.3888370950007811,0.85,0.85
0.16,0.3854426400212105,0.95,0.95
0.24,0.36059815000044176,0.9,0.9
0.32,0.3590789600100833,1.0,1.0

Total Accuracy: 0.89
Total Mean Reaction Time: 0.40 seconds
