Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.6796036849991651,1.0,0.0
-0.24,0.6722614300088026,0.95,0.05
-0.16,0.7011950849933782,1.0,0.0
-0.08,0.8213520050048828,0.8,0.2
0.0,0.8811054549994879,0.0,0.45
0.08,0.8135460650082678,0.95,0.95
0.16,0.6185282499936875,1.0,1.0
0.24,0.6270939150010235,1.0,1.0
0.32,0.633998530000099,1.0,1.0

Total Accuracy: 0.96
Total Mean Reaction Time: 0.72 seconds
