Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.4109816000040155,1.0,0.0
-0.24,0.42430020500614773,1.0,0.0
-0.16,0.4833982649957761,1.0,0.0
-0.08,0.4558628749917261,0.75,0.25
0.0,0.5189921999903163,0.0,0.5
0.08,0.5071362750022672,0.65,0.65
0.16,0.4515237400017213,0.9,0.9
0.24,0.4377737650036579,1.0,1.0
0.32,0.4052399899956072,1.0,1.0

Total Accuracy: 0.91
Total Mean Reaction Time: 0.46 seconds
