Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.5296132749994286,1.0,0.0
-0.24,0.7233538999978919,0.95,0.0
-0.16,0.8596495399979176,1.0,0.0
-0.08,1.1231649749941426,0.7,0.25
0.0,1.1621358850039543,0.0,0.8
0.08,0.7521761700045317,0.95,0.95
0.16,0.5306514300056733,1.0,1.0
0.24,0.589029754998046,1.0,1.0
0.32,0.522796914994251,1.0,1.0

Total Accuracy: 0.95
Total Mean Reaction Time: 0.75 seconds
