Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.4217203850130318,1.0,0.0
-0.24,0.4390988000028301,1.0,0.0
-0.16,0.540202925002086,0.85,0.15
-0.08,0.477922794999904,0.8,0.2
0.0,0.504444799994235,0.0,0.35
0.08,0.6308469299983699,0.7,0.7
0.16,0.5548925600101938,0.9,0.9
0.24,0.5107781200000318,1.0,1.0
0.32,0.4779658649931662,1.0,1.0

Total Accuracy: 0.91
Total Mean Reaction Time: 0.51 seconds
