Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.46282943498226814,1.0,0.0
-0.24,0.4871616450021975,1.0,0.0
-0.16,0.5305512900173198,0.85,0.1
-0.08,0.5147070549835917,0.8,0.2
0.0,0.5904754600138403,0.0,0.4
0.08,0.6854922600265126,0.7,0.7
0.16,0.5960416399932,0.85,0.85
0.24,0.4757891799788922,1.0,1.0
0.32,0.4873891099938191,0.95,0.95

Total Accuracy: 0.89
Total Mean Reaction Time: 0.54 seconds
