Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.556125900002371,0.85,0.1
-0.24,0.6483679199940525,0.95,0.0
-0.16,0.57646363999811,0.85,0.15
-0.08,0.6759281699982239,0.85,0.15
0.0,0.7326270650009974,0.0,0.65
0.08,0.5716931999981171,0.7,0.7
0.16,0.5546400500024902,0.9,0.9
0.24,0.5434416350006359,1.0,1.0
0.32,0.44459716499986823,1.0,1.0

Total Accuracy: 0.89
Total Mean Reaction Time: 0.59 seconds
