Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.44811893998412416,1.0,0.0
-0.24,0.49605910999816843,0.9,0.1
-0.16,0.45212566999252884,0.9,0.1
-0.08,0.5241895649931394,0.45,0.55
0.0,0.5144350100017618,0.0,0.75
0.08,0.4089797449822072,0.8,0.8
0.16,0.42240477000013926,1.0,1.0
0.24,0.44384106501820497,1.0,1.0
0.32,0.4953560749941971,1.0,1.0

Total Accuracy: 0.88
Total Mean Reaction Time: 0.47 seconds
