Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.5361195050005335,1.0,0.0
-0.24,0.5407917049946264,1.0,0.0
-0.16,0.720622019993607,0.85,0.15
-0.08,0.6602091250068043,0.75,0.25
0.0,0.7761127000005217,0.0,0.6
0.08,0.6178078400000231,0.85,0.85
0.16,0.5686304149916396,0.95,0.95
0.24,0.527753249995294,1.0,1.0
0.32,0.5271431099943584,0.95,0.95

Total Accuracy: 0.92
Total Mean Reaction Time: 0.61 seconds
