Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.31846001111747074,1.0
-0.24,0.33459129444478697,1.0
-0.16,0.362124405549063,1.0
-0.08,0.3399452528101392,0.9444444444444444
0.0,0.4014046249988799,0.0
0.08,0.394605591679768,0.5
0.16,0.4153261916944757,0.8333333333333334
0.24,0.4028707582813998,0.75
0.32,0.4405365833081305,0.9166666666666666

Total Accuracy: 0.93
Total Mean Reaction Time: 0.36 seconds
