Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.40269346943629597,1.0
-0.24,0.42136226668177795,1.0
-0.16,0.46442327777104864,1.0
-0.08,0.48835640277118525,0.9166666666666666
0.0,0.5080707583013767,0.0
0.08,0.6097901999989214,0.8333333333333334
0.16,0.47591109163477086,0.8333333333333334
0.24,0.47407079999296303,1.0
0.32,0.45864195832594606,1.0

Total Accuracy: 0.96
Total Mean Reaction Time: 0.46 seconds
