Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.35109468886447653,1.0
-0.24,0.35673485277220607,1.0
-0.16,0.401060519410142,1.0
-0.08,0.44429769162606036,0.8888888888888888
0.0,0.4385578000219539,0.0
0.08,0.4108709416662653,0.75
0.16,0.432103683357127,1.0
0.24,0.389481208306582,0.9166666666666666
0.32,0.41602337500080466,0.9166666666666666

Total Accuracy: 0.95
Total Mean Reaction Time: 0.40 seconds
