Ratio_r,Mean_Reaction_Time,Accuracy
-0.32,0.36956300833278666,1.0
-0.24,0.38130472499890145,0.9722222222222222
-0.16,0.4132492888885382,0.8888888888888888
-0.08,0.4655564694460029,0.6666666666666666
0.0,0.4152785249946949,0.0
0.08,0.43189178333219996,0.8333333333333334
0.16,0.4037566916667856,1.0
0.24,0.4183233916628524,1.0
0.32,0.39016506666424294,1.0

Total Accuracy: 0.90
Total Mean Reaction Time: 0.41 seconds
