Trial,Size_Left,Size_Right,Response,Reaction_Time,Correct,Ratio_r
1,0.08040623810391934,0.08683873715223289,j,0.5907482000184245,1,0.08
2,0.0824497416632975,0.1088336589955527,j,0.3545952000422403,1,0.32
3,0.07682486789243735,0.08297085732383234,j,0.5049140999908559,1,0.08
4,0.07441589302042745,0.09822897878696424,j,0.41238210001029074,1,0.32
5,0.07342509063995827,0.05580306888636828,f,0.32549329998437315,1,-0.24
6,0.058614560044791514,0.04923623043762487,f,0.4329352999920957,1,-0.16
7,0.09611711123462625,0.06535963563954585,f,0.31181939999805763,1,-0.32
8,0.06420084717024817,0.05906477939662832,j,0.4027955000055954,0,-0.08
9,0.06550726385917824,0.05502610164170972,f,0.3525812999578193,1,-0.16
10,0.07731483805369303,0.05257408987651126,f,0.3413775999797508,1,-0.32
11,0.07643261938758132,0.08866183848959433,j,0.37117330002365634,1,0.16
12,0.09121463806339665,0.09121463806339665,f,0.34132260002661496,0,0.0
13,0.05139802115238189,0.04728617946019134,f,0.4551676000119187,1,-0.08
14,0.06330344950562782,0.07343200142652825,j,0.45642529998440295,1,0.16
15,0.06704227268784133,0.07240565450286864,f,0.3582920999615453,0,0.08
16,0.05945958834226183,0.06421635540964278,j,0.4156305000069551,1,0.08
17,0.09040478362769103,0.09763716631790631,f,0.3727849000133574,0,0.08
18,0.06015367466983533,0.06496596864342216,j,0.4030903999810107,1,0.08
19,0.09745246645946691,0.12084105840973897,j,0.3526340000098571,1,0.24
20,0.0613560595163515,0.07117302903896773,j,0.4824161000433378,1,0.16
21,0.06739089779867877,0.08356471327036168,j,0.3713855000096373,1,0.24
22,0.0671031361362908,0.08857613969990387,j,0.33713359996909276,1,0.32
23,0.06886112348911833,0.07987890324737726,j,0.40309330000309274,1,0.16
24,0.07221349289334596,0.0837676517562813,j,0.37321820005308837,1,0.16
25,0.06716255472391951,0.0832815678576602,j,0.3360543000162579,1,0.24
26,0.07171563443974985,0.054503882174209886,f,0.37719020002987236,1,-0.24
27,0.07646468127545891,0.09481620478156905,j,0.3837319000158459,1,0.24
28,0.09311850171418287,0.1229164222627214,j,0.4020904000499286,1,0.32
29,0.07032664492382545,0.08157890811163752,f,0.3794026000541635,0,0.16
30,0.053623898971637655,0.06649363472483069,j,0.4585596999968402,1,0.24
31,0.08740618531947517,0.11537616462170723,j,0.3919799000141211,1,0.32
32,0.09474954541185954,0.11748943631070582,j,0.6529917999869213,1,0.24
33,0.08293820607833005,0.10947843202339567,j,0.39510249998420477,1,0.32
34,0.09015722010738775,0.09015722010738775,f,0.4931040999945253,0,0.0
