Trial,Size_Left,Size_Right,Response,Reaction_Time,Correct,Ratio_r
1,0.053661521378283575,0.053661521378283575,f,0.629642200001399,0,0.0
2,0.09454898488559443,0.11724074125813709,j,0.30226499999844236,1,0.24
3,0.09428143678807144,0.07165389195893429,f,0.27836630000092555,1,-0.24
4,0.0743188261948988,0.0862098383860826,j,0.29840990000229795,1,0.16
5,0.07304333549898082,0.07888680233889929,j,0.2613562999977148,1,0.08
6,0.08535316120501889,0.11266617279062494,j,0.2710765999981959,1,0.32
7,0.08023187957677895,0.10590608104134822,j,0.25799620000179857,1,0.32
8,0.0749736647382821,0.09296734427546981,j,0.300840200001403,1,0.24
9,0.09787650821036012,0.11353674952401772,j,0.23011249999763095,1,0.16
10,0.06273956665590125,0.06775873198837334,j,0.26865410000027623,1,0.08
11,0.07175950507874257,0.05453722385984435,f,0.3006081000021368,1,-0.24
12,0.09220556019387846,0.11433489464040929,j,0.2919922000000952,1,0.24
13,0.07404430002733517,0.09181493203389561,j,0.26877070000045933,1,0.24
14,0.08335896853825145,0.09669640350437167,j,0.2463102000001527,1,0.16
15,0.07935774418704378,0.09205498325697077,j,0.28218349999951897,1,0.16
16,0.08852416129304978,0.10268802709993774,j,0.2799126999998407,1,0.16
17,0.09534417371816797,0.08771663982071454,j,0.23238879999917117,0,-0.08
18,0.094776444158178,0.12510490628879498,j,0.3364934000019275,1,0.32
19,0.09750848125140132,0.0663057672509529,j,0.22036540000044624,0,-0.32
20,0.06273528065346866,0.06273528065346866,j,0.3329389999998966,0,0.0
21,0.06713066670562702,0.05638976003272669,f,0.2796299000001454,1,-0.16
22,0.06006856346436315,0.050457593310065045,f,0.38504919999832055,1,-0.16
23,0.08470326510795598,0.11180830994250189,j,0.2593168000021251,1,0.32
24,0.09152109322055763,0.10616446813584683,j,0.26073040000119363,1,0.16
25,0.07042399686303812,0.07605791661208117,j,0.3129636000012397,1,0.08
26,0.05582439233851369,0.07368819788683807,j,0.3114894999998796,1,0.32
27,0.09994738559918345,0.13193054899092216,j,0.26589700000113226,1,0.32
28,0.050224970414987136,0.05424296804818611,j,0.26483590000134427,1,0.08
29,0.08920436203810982,0.11061340892725617,j,0.3692494999995688,1,0.24
30,0.0654480201902695,0.08115554503593418,j,0.2604824000009103,1,0.24
31,0.0556499755359667,0.05119797749308937,j,0.17563330000120914,0,-0.08
32,0.09214293798040578,0.09951437301883825,j,0.22434010000142734,1,0.08
33,0.05275859903796428,0.05697928696100143,j,0.31090349999794853,1,0.08
34,0.07257044133969441,0.049347900110992195,f,0.34757489999901736,1,-0.32
