Ratio_r,Mean_Reaction_Time,Accuracy,Probability_of_Choosing_Right
-0.32,0.26767491500286267,0.95,0.05
-0.24,0.2675037100016197,0.8,0.2
-0.16,0.2729518699990876,0.9,0.1
-0.08,0.305892645001586,0.9,0.1
0.0,0.2943865550005284,0.0,0.2
0.08,0.2984795000011217,0.4,0.4
0.16,0.296393284999067,0.85,0.85
0.24,0.2724958550003066,0.85,0.85
0.32,0.2993569949976517,1.0,1.0

Total Accuracy: 0.83
Total Mean Reaction Time: 0.29 seconds
